# Theta: 0.600382
# Slit 1 (h x w): 0.394 x 20
# Slit 2 (h x w): 0.24968 x 20.0002
# Q, wavelength, counts/mC, error
0.00812261 16.2111 8.41604 0.138904
0.00828506 15.8932 9.43394 0.147065
0.00845076 15.5816 10.9333 0.15832
0.00861978 15.2761 12.2882 0.167844
0.00879217 14.9765 13.9755 0.178997
0.00896802 14.6829 16.1718 0.192549
0.00914738 14.395 18.4552 0.205694
0.00933032 14.1127 20.9358 0.219082
0.00951693 13.836 23.5333 0.232275
